[00:00.000 --> 00:02.000]  Val: Right now. Good.
[48:26.000 --> 48:27.000]  and he said,
[48:27.000 --> 48:28.000]  oh, I want to make this,
[48:28.000 --> 48:29.000]  crystal jewelry,
[48:29.000 --> 48:30.000]  and I was like,
[48:30.000 --> 48:31.000]  you want to make crystal jewelry?
[48:31.000 --> 48:32.000]  He's like,
[48:32.000 --> 48:33.000]  yes,
[48:33.000 --> 48:34.000]  I want to make crystal jewelry.
[48:34.000 --> 48:35.000]  Like, okay, Marlowe,
[48:35.000 --> 48:36.000]  you can make some crystal jewelry.
[48:36.000 --> 48:37.000]  So we take him over there,
[48:37.000 --> 48:39.000]  and she seems sane, right?
[48:39.000 --> 48:40.000]  I know something's off,
[48:40.000 --> 48:41.000]  you know,
[48:41.000 --> 48:42.000]  I mean,
[48:42.000 --> 48:43.000]  I can sense it,
[48:43.000 --> 48:44.000]  I know something's wrong,
[48:44.000 --> 48:46.000]  but I figure maybe this is like,
[48:46.000 --> 48:47.000]  she's in a,
[48:47.000 --> 48:49.000]  just got outta her parents' house,
[48:49.000 --> 48:50.000]  or she's moving,
[48:50.000 --> 48:51.000]  trying to make her life,
[48:51.000 --> 48:52.000]  or start a new world.
[48:52.000 --> 48:53.000]  I mean,
[48:53.000 --> 48:54.000]  there's no way she's making money
[48:54.000 --> 48:55.000]  selling crystal jewelry, okay?
[48:55.000 --> 48:56.000]  It's,
[48:56.000 --> 48:57.000]  first of all,
[48:57.000 --> 48:58.000]  it's shitty jewelry,
[48:58.000 --> 48:59.000]  no one's buying it,
[48:59.000 --> 49:00.000]  and it's way too expensive.
[49:00.000 --> 49:01.000]  It's not $4,500 a month,
[49:01.000 --> 49:02.000]  on that place.
[49:02.000 --> 49:03.000]  I know what she's paying too.
[49:03.000 --> 49:04.000]  So,
[49:04.000 --> 49:05.000]  I figure there's some parents
[49:05.000 --> 49:06.000]  paying for it,
[49:06.000 --> 49:07.000]  or something,
[49:07.000 --> 49:08.000]  or maybe a brother,
[49:08.000 --> 49:10.000]  definitely not a sugar daddy type,
[49:10.000 --> 49:12.000]  because she's the most unattractive
[49:12.000 --> 49:13.000]  woman I've ever seen.
[49:13.000 --> 49:14.000]  Like,
[49:14.000 --> 49:15.000]  you see her,
[49:15.000 --> 49:16.000]  and you're like,
[49:16.000 --> 49:17.000]  whoa,
[49:17.000 --> 49:18.000]  okay,
[49:18.000 --> 49:19.000]  and it's unfortunate for her,
[49:19.000 --> 49:20.000]  but it is true.
[49:20.000 --> 49:21.000]  So,
[49:21.000 --> 49:22.000]  anyway,
[49:22.000 --> 49:23.000]  she,
[49:23.000 --> 49:24.000]  we brought her over,
[49:24.000 --> 49:25.000]  and we approved
[49:25.000 --> 49:26.000]  for like two hours a day.
[49:26.000 --> 49:27.000]  We thought that couldn't be,
[49:27.000 --> 49:28.000]  literally,
[49:28.000 --> 49:29.000]  you can walk in 10 seconds
[49:29.000 --> 49:30.000]  and get to her house,
[49:30.000 --> 49:31.000]  or something.
[49:31.000 --> 49:32.000]  It's like,
[49:32.000 --> 49:33.000]  there's no danger,
[49:33.000 --> 49:34.000]  you know?
[49:34.000 --> 49:35.000]  And Marlowes said,
[49:35.000 --> 49:36.000]  please, please,
[49:36.000 --> 49:37.000]  can I have that crystal jewelry, please?
[49:37.000 --> 49:38.000]  Okay,
[49:38.000 --> 49:39.000]  yes,
[49:39.000 --> 49:40.000]  and we get two hours to ourselves now.
[49:40.000 --> 49:41.000]  So,
[49:41.000 --> 49:42.000]  we're happy.
[49:42.000 --> 49:43.000]  So,
[49:43.000 --> 49:44.000]  for five days,
[49:44.000 --> 49:45.000]  and he makes crystal jewelry.
[49:45.000 --> 49:46.000]  He comes back for lunch.
[49:46.000 --> 49:47.000]  He eats with us.
[49:47.000 --> 49:48.000]  Sometimes,
[49:48.000 --> 49:49.000]  Marie brings them lunch.
[49:49.000 --> 49:50.000]  Sometimes,
[49:50.000 --> 49:51.000]  I'll go over there
[49:51.000 --> 49:52.000]  and just see what's going on.
[49:52.000 --> 49:53.000]  Everything's friendly and copacetic.
[49:53.000 --> 49:54.000]  You can always,
[49:54.000 --> 49:55.000]  she's no problem.
[49:55.000 --> 49:56.000]  She's a talker.
[49:56.000 --> 49:57.000]  She likes to jab her
[49:57.000 --> 49:58.000]  about herself.
[49:58.000 --> 49:59.000]  She will not ask you anything
[49:59.000 --> 50:00.000]  about how you are,
[50:00.000 --> 50:01.000]  where you're from,
[50:01.000 --> 50:02.000]  or anything.
[50:02.000 --> 50:03.000]  She'll just tell you everything
[50:03.000 --> 50:04.000]  she knows about everybody.
[50:04.000 --> 50:05.000]  Gossip,
[50:05.000 --> 50:06.000]  Val: gossip, gossip.
[50:06.000 --> 50:07.000]  Fed: People are like that.
[50:07.000 --> 50:08.000]  Val: Yeah,
[50:08.000 --> 50:09.000]  yeah.
[50:09.000 --> 50:10.000]  It's,
[50:10.000 --> 50:11.000]  well,
[50:11.000 --> 50:12.000]  it's because that's what she thinks
[50:12.000 --> 50:13.000]  her value is, what her information is
[50:13.000 --> 50:14.000]  and that's why we're,
[50:14.000 --> 50:15.000]  you know,
[50:15.000 --> 50:16.000]  it's very,
[50:16.000 --> 50:17.000]  Fed: I understand it,
[50:17.000 --> 50:18.000]  Fed: but,
[50:18.000 --> 50:19.000]  Fed: but when I met him,
[50:19.000 --> 50:20.000]  Fed: Marlowe,
[50:20.000 --> 50:21.000]  Fed: liked,
[50:21.000 --> 50:22.000]  Fed: making crafts.
[50:22.000 --> 50:23.000]  Val: Anything,
[50:23.000 --> 50:24.000]  and we found someone,
[50:24.000 --> 50:25.000]  like,
[50:25.000 --> 50:26.000]  I'll talk to him, too.
[50:26.000 --> 50:27.000]  And that was like,
[50:27.000 --> 50:28.000]  you know,
[50:28.000 --> 50:29.000]  it was so,
[50:29.000 --> 50:30.000]  it was interesting,
[50:30.000 --> 50:31.000]  but he loved it.
[50:31.000 --> 50:32.000]  And he even said,
[50:32.000 --> 50:33.000]  Val,
[50:33.000 --> 50:34.000]  Val you know,
[50:34.000 --> 50:35.000]  I realized my whole,
[50:35.000 --> 50:36.000]  my whole life?
[50:36.000 --> 50:37.000]  I've wanted to make crystal jewelry.
[50:37.000 --> 50:38.000]  Your whole life,
[50:38.000 --> 50:39.000]  figures out.
[50:39.000 --> 50:40.000]  He's like,
[50:40.000 --> 50:41.000]  it's a huge revelation,
[50:41.000 --> 50:42.000]  yeah.
[50:42.000 --> 50:43.000]  All right, Marlowe,
[50:43.000 --> 50:44.000]  you go for it.
[50:44.000 --> 50:45.000]  Of course,
[50:45.000 --> 50:46.000]  he got bored with it,
[50:46.000 --> 50:47.000]  you know,
[50:47.000 --> 50:48.000]  four days later.
[50:48.000 --> 50:49.000]  But on Saturday,
[50:49.000 --> 50:50.000]  Pattil decided to sell the jewelry
[50:50.000 --> 50:52.000]  that she had been making with Marlowe.
[50:52.000 --> 50:53.000]  So,
[50:53.000 --> 50:54.000]  they go and they set up
[50:54.000 --> 50:55.000]  a thing in the park,
[50:55.000 --> 50:56.000]  like,
[50:56.000 --> 50:57.000]  just a table,
[50:57.000 --> 50:58.000]  and all the people from
[50:58.000 --> 50:59.000]  the community come over
[50:59.000 --> 51:00.000]  and they see Marlowe,
[51:00.000 --> 51:01.000]  and he's fucking adorable,
[51:01.000 --> 51:02.000]  selling jewelry,
[51:02.000 --> 51:03.000]  so people buy jewelry.
[51:03.000 --> 51:04.000]  Of course,
[51:04.000 --> 51:05.000]  I buy most of it,
[51:05.000 --> 51:06.000]  you know,
[51:06.000 --> 51:07.000]  so,
[51:07.000 --> 51:08.000]  and I have to buy some Patil's jewelry, too,
[51:08.000 --> 51:09.000]  because it looks bad,
[51:09.000 --> 51:11.000]  but she's not really selling any.
[51:11.000 --> 51:12.000]  So,
[51:12.000 --> 51:13.000]  I buy some of her,
[51:13.000 --> 51:14.000]  so I spend like 250 bucks
[51:14.000 --> 51:15.000]  on this useless jewelry
[51:15.000 --> 51:16.000]  that's already broken,
[51:16.000 --> 51:17.000]  right?
[51:17.000 --> 51:18.000]  Um,
[51:18.000 --> 51:19.000]  Steve is
Fed: How many?
[51:19.000 --> 51:20.000]  $250. I don't know.
[51:20.000 --> 51:21.000]  No,
[51:21.000 --> 51:22.000]  no,
[51:22.000 --> 51:23.000]  I've not,
[51:23.000 --> 51:24.000]  but it's like 30 pieces,
[51:24.000 --> 51:25.000]  you know,
[51:25.000 --> 51:26.000]  it's ridiculous.
[51:26.000 --> 51:27.000]  Yeah,
[51:27.000 --> 51:28.000]  you don't need it,
[51:28.000 --> 51:29.000]  trust me.
[51:29.000 --> 51:30.000]  It's not necessary.
[51:30.000 --> 51:31.000]  But,
[51:31.000 --> 51:32.000]  but Steve,
[51:32.000 --> 51:33.000]  I invite Steve,
[51:33.000 --> 51:34.000]  because I'm a nice guy.
[51:34.000 --> 51:35.000]  So,
[51:35.000 --> 51:36.000]  I'm like,
[51:36.000 --> 51:37.000]  Steve would like to see this.
[51:37.000 --> 51:38.000]  His son is making money
[51:38.000 --> 51:39.000]  on something he created
[51:39.000 --> 51:40.000]  on his own.
[51:40.000 --> 51:41.000]  We have a picture of him with his first $20.
[51:42.000 --> 51:43.000]  he's ever earned.
[51:43.000 --> 51:44.000]  Steve would like to see this.
[51:44.000 --> 51:45.000]  I think it would be a good idea.
[51:45.000 --> 51:46.000]  And Marie's like,
[51:46.000 --> 51:47.000]  no.
[51:47.000 --> 51:48.000]  I say,
[51:48.000 --> 51:49.000]  come on,
[51:49.000 --> 51:50.000]  let him,
[51:50.000 --> 51:51.000]  he's got to,
[51:51.000 --> 51:52.000]  he'll enjoy this.
[51:52.000 --> 51:53.000]  Because we give him visits every week
[51:53.000 --> 51:54.000]  or whenever he wants to,
[51:54.000 --> 51:55.000]  well,
[51:55.000 --> 51:56.000]  not whenever,
[51:56.000 --> 51:57.000]  basically once a week,
[51:57.000 --> 51:58.000]  but whenever he wants to talk to Marlowe,
[51:58.000 --> 51:59.000]  we let him talk,
[51:59.000 --> 52:00.000]  unless Marlowe does not want to talk
[52:00.000 --> 52:01.000]  and not as often.
[52:01.000 --> 52:02.000]  And he does not want to accept that.
[52:02.000 --> 52:03.000]  Um,
[52:03.000 --> 52:04.000]  so,
[52:04.000 --> 52:05.000]  I invite him over
[52:05.000 --> 52:06.000]  and he comes over
[52:06.000 --> 52:07.000]  and,
[52:07.000 --> 52:08.000]  um,
[52:09.000 --> 52:10.000]  and,
[52:12.000 --> 52:13.000]  oh, shit.
[52:13.000 --> 52:14.000]  Um,
[52:14.000 --> 52:15.000]  I forgot I'm working today too,
[52:15.000 --> 52:16.000]  but it's okay.
[52:16.000 --> 52:17.000]  I put on an option
[52:17.000 --> 52:18.000]  because I don't have to worry about it
[52:18.000 --> 52:19.000]  till next week.
[52:19.000 --> 52:20.000]  Um,
[52:20.000 --> 52:21.000]  so,
[52:22.000 --> 52:23.000]  he comes over
[52:23.000 --> 52:24.000]  and he's
[52:24.000 --> 52:25.000]  instantly in the mood changes.
[52:25.000 --> 52:26.000]  You'll,
[52:26.000 --> 52:27.000]  if you ever meet him,
[52:27.000 --> 52:28.000]  you'll see for yourself.
[52:28.000 --> 52:29.000]  You know,
[52:29.000 --> 52:30.000]  it's one of those people,
[52:30.000 --> 52:31.000]  everything's sort of down,
[52:31.000 --> 52:32.000]  depressing
[52:32.000 --> 52:33.000]  and self-conscious.
[52:33.000 --> 52:34.000]  You know,
[52:34.000 --> 52:35.000]  because that's what he,
[52:35.000 --> 52:36.000]  that's what he emulates[???].
[52:36.000 --> 52:37.000]  Um,
[52:37.000 --> 52:38.000]  Marlowe seems somewhat immune
[52:38.000 --> 52:39.000]  to it right now,
[52:39.000 --> 52:40.000]  but he won't be in the future.
[52:40.000 --> 52:41.000]  I know it.
[52:41.000 --> 52:42.000]  I could see it happen.
[52:42.000 --> 52:43.000]  Um,
[52:43.000 --> 52:44.000]  he asked Patille
[52:44.000 --> 52:45.000]  for her number.
[52:45.000 --> 52:46.000]  Steve.
[52:46.000 --> 52:47.000]  Steve does.
[52:47.000 --> 52:49.000]  Which I thought was strange.
[52:49.000 --> 52:50.000]  Um,
[52:50.000 --> 52:51.000]  but not too strange.
[52:51.000 --> 52:52.000]  Marie said
[52:52.000 --> 52:53.000]  he never asked people
[52:53.000 --> 52:54.000]  for her number.
[52:54.000 --> 52:56.000]  This is not a good idea.
[52:56.000 --> 52:57.000]  Okay.
[52:57.000 --> 52:58.000]  And I said,
[52:58.000 --> 52:59.000]  well,
[52:59.000 --> 53:00.000]  I'll trust you.
[53:00.000 --> 53:01.000]  Um,
[53:02.000 --> 53:03.000]  later that night,
[53:03.000 --> 53:04.000]  Patille,
[53:05.000 --> 53:06.000]  uh,
[53:06.000 --> 53:07.000]  Marie and I are,
[53:07.000 --> 53:08.000]  uh, walking.
[53:08.000 --> 53:09.000]  For some reason,
[53:09.000 --> 53:10.000]  we didn't walk to the,
[53:10.000 --> 53:11.000]  now we weren't doing the laundry,
[53:11.000 --> 53:12.000]  we had to walk past the park.
[53:12.000 --> 53:13.000]  I can't remember why.
[53:13.000 --> 53:14.000]  Um,
[53:14.000 --> 53:15.000]  and we see Patille
[53:15.000 --> 53:16.000]  and three other girls
[53:16.000 --> 53:17.000]  sitting in the park
[53:17.000 --> 53:18.000]  by candlelight talking.
[53:18.000 --> 53:19.000]  And I go,
[53:19.000 --> 53:20.000]  hey,
[53:20.000 --> 53:21.000]  nice to see you guys.
[53:21.000 --> 53:22.000]  We're going back,
[53:22.000 --> 53:23.000]  going to bed,
[53:23.000 --> 53:24.000]  cause I had to wake up early
[53:24.000 --> 53:25.000]  for some reason.
[53:25.000 --> 53:26.000]  Um,
[53:26.000 --> 53:27.000]  I can't remember why.
[53:27.000 --> 53:28.000]  I had to wake up early.
[53:28.000 --> 53:29.000]  I was upset at Marie
[53:29.000 --> 53:30.000]  for making me stay up so late.
[53:30.000 --> 53:31.000]  You know,
[53:31.000 --> 53:32.000]  I was like,
[53:32.000 --> 53:33.000]  I had to,
[53:33.000 --> 53:34.000]  he promised me
[53:34.000 --> 53:35.000]  to get to bed before,
[53:35.000 --> 53:36.000]  and I had to do extra shit
[53:36.000 --> 53:37.000]  for something.
[53:37.000 --> 53:38.000]  So she says,
[53:38.000 --> 53:39.000]  okay,
[53:39.000 --> 53:40.000]  don't worry,
[53:40.000 --> 53:41.000]  let's just have a quick talk
[53:41.000 --> 53:42.000]  with Patille
[53:42.000 --> 53:43.000]  and talk about the day.
[53:43.000 --> 53:44.000]  So,
[53:44.000 --> 53:45.000]  you know,
[53:45.000 --> 53:46.000]  okay,
[53:46.000 --> 53:47.000]  fine.
[53:47.000 --> 53:48.000]  But that quick talk with Patille
[53:48.000 --> 53:49.000]  means she's going to talk
[53:49.000 --> 53:50.000]  to you at you for an hour.
[53:50.000 --> 53:51.000]  You know,
[53:51.000 --> 53:52.000]  and of course,
[53:52.000 --> 53:53.000]  I'm,
[53:53.000 --> 53:54.000]  and Marie never does it,
[53:54.000 --> 53:55.000]  so I'm the one that says,
[53:55.000 --> 53:56.000]  okay,
[53:56.000 --> 53:57.000]  enough,
[53:57.000 --> 53:58.000]  I've got to go to sleep.
[53:58.000 --> 53:59.000]  Right?
[53:59.000 --> 54:00.000]  I'm going to have to be the asshole.
[54:00.000 --> 54:01.000]  So I say,
[54:01.000 --> 54:02.000]  okay, fine.
[54:02.000 --> 54:03.000]  She comes into our place
[54:03.000 --> 54:04.000]  for the first time. Said "oh cool what a great place you have, awesome"
[54:04.000 --> 54:11.000]  In the living room, that's it. Patille. In our entrance living room, we have a loft, there's an upstairs, back room, there's a whole bunch of fucking space.
[54:11.000 --> 54:15.000]  And I'm like, okay, great, Marie let's just go outside and smoke a cigarette and have a go.
[54:15.000 --> 54:17.000]  She says, okay.
[54:17.000 --> 54:23.000]  Go outside and we're underneath now my surveillance camera, okay?
[54:23.000 --> 54:27.000]  And I have a 30-day fucking break point.
[54:27.000 --> 54:36.000]  Marie is typing a letter now to send to LogiCircle to get this fucking tape because this will change everything.
[54:36.000 --> 54:43.000]  Patille and we're smoking a cigarette and Patille goes on a tirade about how much she sees evil in Steve.
[54:43.000 --> 54:47.000]  I looked in his eyes and all I saw was pure evil.
[54:47.000 --> 54:49.000]  You know, like they're really dramatic.
[54:49.000 --> 54:51.000]  I'm like, okay, come on, let's go.
[54:51.000 --> 54:55.000]  She's like really, she gets in my face like, I don't really, I got in his eyes and I saw nothing.
[54:55.000 --> 54:57.000]  It was blank. It was evil.
[54:57.000 --> 55:01.000]  I said, no, Patille, what you saw was emptiness. There's just nothing in there.
[55:01.000 --> 55:03.000]  He's not very smart.
[55:03.000 --> 55:05.000]  She was, no, no, no, it was evil.
[55:05.000 --> 55:09.000]  This was our conversation for like a good 15 minutes, right?
[55:09.000 --> 55:17.000]  So not only are we confident that Patille hates Steve, you know, that she's not going to sell us out or do anything stupid.
[55:17.000 --> 55:20.000]  We were like, okay, she's, you know, we believe her.
[55:20.000 --> 55:25.000]  But, you know, I don't realize and I'm stupid because I forgot this is classic bipolar.
[55:25.000 --> 55:27.000]  That's what I picked up on.
[55:27.000 --> 55:29.000]  This woman is fucking classic bipolar.
[55:29.000 --> 55:36.000]  And I've seen this so many times and I was dumb to not listen to my instinct that first day when I knew something was wrong.
[55:36.000 --> 55:37.000]  I didn't know what it was.
[55:37.000 --> 55:39.000]  I didn't think about it hard enough.
[55:39.000 --> 55:42.000]  I think that's where I fucked up because that's what she is.
[55:42.000 --> 55:48.000]  And now I see it because they flip one extreme to the next and that's exactly what happened.
[55:48.000 --> 55:52.000]  Now in her report, she says she reached out to Steve via Instagram.
[55:52.000 --> 55:53.000]  Not true.
[55:53.000 --> 55:55.000]  They have, she's got a phone number.
[55:55.000 --> 55:56.000]  Okay.
[55:56.000 --> 56:05.000]  She wrote a report because we stopped seeing her after this because also there was something she was fucking dancing naked with Marlowe, supposedly.
[56:05.000 --> 56:09.000]  Marlowe says she was dancing, but she may or may or not have been naked.
[56:09.000 --> 56:11.000]  Val: So Marlowe doesn't really understand.
[56:11.000 --> 56:13.000]  Fed: Could be either way.
[56:13.000 --> 56:14.000]  Val: Right.
[56:14.000 --> 56:16.000]  So I don't know what that means with Marlowe, but I don't like it.
[56:16.000 --> 56:18.000]  He said he felt uncomfortable.
[56:18.000 --> 56:19.000]  He tried not to look.
[56:19.000 --> 56:23.000]  All he said, all I wanted to do was finish making the jewelry and she wanted to dance.
[56:23.000 --> 56:26.000]  So that was enough for us to think this is enough of this.
[56:26.000 --> 56:27.000]  Okay.
[56:27.000 --> 56:28.000]  We put him in camp the next day.
[56:28.000 --> 56:31.000]  He goes to a beach day camp for the next two weeks.
[56:31.000 --> 56:33.000]  Now we don't hear from Pattil for a long time.
[56:33.000 --> 56:34.000]  We think something's wrong.
[56:34.000 --> 56:36.000]  Why [isn't/doesn't] she, like, say hello?
[56:36.000 --> 56:40.000]  We don't see because she's not boisterous and friendly.
[56:40.000 --> 56:45.000]  Then we get hit with Steve's lawyers.
[56:45.000 --> 56:48.000]  Like a dossier.
[56:48.000 --> 56:52.000]  They send like a thing saying here are the witness statements I have.
